"trait_gene_pairs","LOG10P","in_positive_control_set","gene_id","Traits"
"ENSG00000119681_IRNT_height",10.9466,1,"ENSG00000119681","height"
"ENSG00000121005_IRNT_height",11.3238,0,"ENSG00000121005","height"
"ENSG00000121853_IRNT_height",8.72849,0,"ENSG00000121853","height"
"ENSG00000122729_IRNT_RBC",15.5055,0,"ENSG00000122729","rbc"
"ENSG00000123505_IRNT_height",6.91598,0,"ENSG00000123505","height"
"ENSG00000125844_IRNT_LDL",16.6694,0,"ENSG00000125844","ldl"
"ENSG00000128655_IRNT_height",7.84603,0,"ENSG00000128655","height"
"ENSG00000129173_IRNT_RBC",15.75,0,"ENSG00000129173","rbc"
"ENSG00000129933_IRNT_height",7.12008,0,"ENSG00000129933","height"
"ENSG00000130164_Hypercholesterolemia",7.37794,1,"ENSG00000130164","Disorders of lipoid metabolism"
"ENSG00000130173_IRNT_TG",30.0216,0,"ENSG00000130173","tg"
"ENSG00000130561_IRNT_biliru",7.45345,0,"ENSG00000130561","dbilirubin"
"ENSG00000131482_IRNT_TG",12.9287,0,"ENSG00000131482","tg"
"ENSG00000132855_IRNT_LDL",30.4655,1,"ENSG00000132855","ldl"
"ENSG00000132855_IRNT_TG",94.4138,1,"ENSG00000132855","tg"
"ENSG00000133895_IRNT_Ca",7.60579,0,"ENSG00000133895","calcium"
"ENSG00000134013_IRNT_height",9.49998,0,"ENSG00000134013","height"
"ENSG00000134538_IRNT_biliru",33.6351,0,"ENSG00000134538","dbilirubin"
"ENSG00000135100_T2D",8.09634,1,"ENSG00000135100","Diabetes mellitus"
"ENSG00000135517_Cataract",25.1416,1,"ENSG00000135517","Cataract"
"ENSG00000136068_IRNT_height",12.6371,1,"ENSG00000136068","height"
"ENSG00000136859_IRNT_height",8.37827,0,"ENSG00000136859","height"
"ENSG00000137198_IRNT_RBC",12.0996,0,"ENSG00000137198","rbc"
"ENSG00000137834_IRNT_RBC",8.52645,0,"ENSG00000137834","rbc"
"ENSG00000137834_IRNT_SBP",8.64901,0,"ENSG00000137834","sbp"
"ENSG00000137834_ZBMD",14.5337,0,"ENSG00000137834","ebmd"
"ENSG00000138031_IRNT_height",7.49921,0,"ENSG00000138031","height"
"ENSG00000138075_IRNT_LDL",9.07406,0,"ENSG00000138075","ldl"
"ENSG00000138336_IRNT_height",13.5297,0,"ENSG00000138336","height"
"ENSG00000138688_IRNT_BMI",7.50363,0,"ENSG00000138688","BMI"
"ENSG00000139618_Breast_cancer",76.0314,1,"ENSG00000139618","Breast cancer"
"ENSG00000139618_Cancer_of_prostate",10.6917,1,"ENSG00000139618","Cancer of prostate"
"ENSG00000140092_IRNT_height",8.22375,0,"ENSG00000140092","height"
"ENSG00000140443_IRNT_height",12.8028,0,"ENSG00000140443","height"
"ENSG00000140470_IRNT_height",35.6788,1,"ENSG00000140470","height"
"ENSG00000140691_IRNT_height",11.8871,0,"ENSG00000140691","height"
"ENSG00000140986_Atrial_fibrillation",11.7366,0,"ENSG00000140986","Cardiac dysrhythmias"
"ENSG00000142303_IRNT_height",19.5929,1,"ENSG00000142303","height"
"ENSG00000142453_IRNT_LDL",8.41637,0,"ENSG00000142453","ldl"
"ENSG00000143341_IRNT_height",7.01279,0,"ENSG00000143341","height"
"ENSG00000143365_IRNT_RBC",8.9876,0,"ENSG00000143365","rbc"
"ENSG00000143382_IRNT_height",10.9845,0,"ENSG00000143382","height"
"ENSG00000143476_IRNT_height",19.7896,0,"ENSG00000143476","height"
"ENSG00000143921_IRNT_LDL",7.10161,0,"ENSG00000143921","ldl"
"ENSG00000146197_IRNT_height",19.5033,0,"ENSG00000146197","height"
"ENSG00000146830_IRNT_glu",14.1469,0,"ENSG00000146830","glucose"
"ENSG00000146830_IRNT_LDL",15.0175,0,"ENSG00000146830","ldl"
"ENSG00000146830_T2D",8.85396,0,"ENSG00000146830","Diabetes mellitus"
"ENSG00000149177_IRNT_height",7.11432,0,"ENSG00000149177","height"
"ENSG00000149257_IRNT_height",17.3504,0,"ENSG00000149257","height"
"ENSG00000149311_Breast_cancer",10.9169,1,"ENSG00000149311","Breast cancer"
"ENSG00000149311_Cancer_of_prostate",9.33686,1,"ENSG00000149311","Cancer of prostate"
"ENSG00000152254_IRNT_glu",45.0215,1,"ENSG00000152254","glucose"
"ENSG00000152270_IRNT_height",11.6555,0,"ENSG00000152270","height"
"ENSG00000152270_IRNT_TG",45.4677,0,"ENSG00000152270","tg"
"ENSG00000152270_IRNT_WHR",7.97763,0,"ENSG00000152270","WHR"
"ENSG00000152595_ZBMD",67.6279,0,"ENSG00000152595","ebmd"
"ENSG00000154309_IRNT_height",8.56008,0,"ENSG00000154309","height"
"ENSG00000155657_Atrial_fibrillation",31.2186,1,"ENSG00000155657","Cardiac dysrhythmias"
"ENSG00000155657_IRNT_height",9.04669,0,"ENSG00000155657","height"
"ENSG00000155657_IRNT_SBP",11.4457,0,"ENSG00000155657","sbp"
"ENSG00000156140_IRNT_height",7.03753,0,"ENSG00000156140","height"
"ENSG00000156535_ZBMD",12.7431,0,"ENSG00000156535","ebmd"
"ENSG00000157766_IRNT_height",54.6063,0,"ENSG00000157766","height"
"ENSG00000158158_IRNT_Ca",9.78346,0,"ENSG00000158158","calcium"
"ENSG00000159899_IRNT_height",30.117,1,"ENSG00000159899","height"
"ENSG00000162337_ZBMD",24.1366,1,"ENSG00000162337","ebmd"
"ENSG00000162733_IRNT_height",11.9116,0,"ENSG00000162733","height"
"ENSG00000163501_IRNT_height",12.2,0,"ENSG00000163501","height"
"ENSG00000163554_IRNT_biliru",23.5486,0,"ENSG00000163554","dbilirubin"
"ENSG00000163631_IRNT_Ca",39.3327,0,"ENSG00000163631","calcium"
"ENSG00000163631_IRNT_LDL",11.6631,0,"ENSG00000163631","ldl"
"ENSG00000164867_hypertension",7.43069,1,"ENSG00000164867","Hypertension"
"ENSG00000164949_IRNT_SBP",8.08237,0,"ENSG00000164949","sbp"
"ENSG00000165124_IRNT_DBP",8.05335,0,"ENSG00000165124","dbp"
"ENSG00000166147_IRNT_height",8.75575,1,"ENSG00000166147","height"
"ENSG00000166603_IRNT_BMI",16.1227,1,"ENSG00000166603","BMI"
"ENSG00000166801_IRNT_height",10.0333,0,"ENSG00000166801","height"
"ENSG00000166819_IRNT_TG",13.6064,0,"ENSG00000166819","tg"
"ENSG00000166819_IRNT_WHR",11.0854,0,"ENSG00000166819","WHR"
"ENSG00000167165_IRNT_biliru",9.31226,0,"ENSG00000167165","dbilirubin"
"ENSG00000167658_IRNT_RBC",8.37298,0,"ENSG00000167658","rbc"
"ENSG00000167676_IRNT_WHR",8.42336,0,"ENSG00000167676","WHR"
"ENSG00000167676_ZBMD",9.20503,0,"ENSG00000167676","ebmd"
"ENSG00000167772_IRNT_TG",12.5509,0,"ENSG00000167772","tg"
"ENSG00000167930_IRNT_glu",9.79663,0,"ENSG00000167930","glucose"
"ENSG00000167941_ZBMD",8.86921,1,"ENSG00000167941","ebmd"
"ENSG00000169047_IRNT_height",22.7603,0,"ENSG00000169047","height"
"ENSG00000169174_Hypercholesterolemia",7.37579,1,"ENSG00000169174","Disorders of lipoid metabolism"
"ENSG00000169174_IRNT_biliru",9.28447,0,"ENSG00000169174","dbilirubin"
"ENSG00000169174_IRNT_LDL",163.783,1,"ENSG00000169174","ldl"
"ENSG00000171150_IRNT_height",8.65248,0,"ENSG00000171150","height"
"ENSG00000171502_IRNT_height",7.09487,0,"ENSG00000171502","height"
"ENSG00000171812_IRNT_height",8.79535,0,"ENSG00000171812","height"
"ENSG00000173064_IRNT_BMI",7.07763,0,"ENSG00000173064","BMI"
"ENSG00000173250_IRNT_BMI",8.73795,0,"ENSG00000173250","BMI"
"ENSG00000173250_IRNT_WHR",8.9244,0,"ENSG00000173250","WHR"
"ENSG00000175318_IRNT_height",13.6367,0,"ENSG00000175318","height"
"ENSG00000175445_IRNT_TG",17.5769,1,"ENSG00000175445","tg"
"ENSG00000176907_IRNT_RBC",8.2961,0,"ENSG00000176907","rbc"
"ENSG00000177853_IRNT_height",8.09252,0,"ENSG00000177853","height"
"ENSG00000178177_IRNT_height",28.4168,0,"ENSG00000178177","height"
"ENSG00000178252_IRNT_height",10.7457,0,"ENSG00000178252","height"
"ENSG00000179218_IRNT_RBC",7.78273,0,"ENSG00000179218","rbc"
"ENSG00000180376_IRNT_height",7.80328,0,"ENSG00000180376","height"
"ENSG00000181690_IRNT_height",8.13215,0,"ENSG00000181690","height"
"ENSG00000182752_IRNT_height",12.0882,0,"ENSG00000182752","height"
"ENSG00000183765_Breast_cancer",23.7774,1,"ENSG00000183765","Breast cancer"
"ENSG00000183765_Cancer_of_prostate",8.80048,1,"ENSG00000183765","Cancer of prostate"
"ENSG00000185038_IRNT_biliru",11.8743,0,"ENSG00000185038","dbilirubin"
"ENSG00000188536_IRNT_RBC",8.4251,0,"ENSG00000188536","rbc"
"ENSG00000196712_IRNT_height",23.7167,0,"ENSG00000196712","height"
"ENSG00000196712_IRNT_RBC",8.99205,0,"ENSG00000196712","rbc"
"ENSG00000196739_IRNT_height",14.0747,0,"ENSG00000196739","height"
"ENSG00000198586_IRNT_height",8.1882,0,"ENSG00000198586","height"
"ENSG00000198642_IRNT_height",7.11479,0,"ENSG00000198642","height"
"ENSG00000204520_IRNT_height",6.99959,0,"ENSG00000204520","height"
"ENSG00000204614_IRNT_height",11.0837,0,"ENSG00000204614","height"
"ENSG00000204614_IRNT_LDL",7.72406,0,"ENSG00000204614","ldl"
"ENSG00000204614_IRNT_WHR",7.11349,0,"ENSG00000204614","WHR"
"ENSG00000205213_ZBMD",9.16649,1,"ENSG00000205213","ebmd"
"ENSG00000241119_IRNT_biliru",7.78347,0,"ENSG00000241119","dbilirubin"
"ENSG00000241635_IRNT_biliru",17.6154,1,"ENSG00000241635","dbilirubin"
"ENSG00000242515_IRNT_biliru",29.288,0,"ENSG00000242515","dbilirubin"
"ENSG00000244734_IRNT_biliru",9.43994,0,"ENSG00000244734","dbilirubin"
"ENSG00000244734_IRNT_RBC",119.715,0,"ENSG00000244734","rbc"
"ENSG00000249992_ZBMD",6.97335,0,"ENSG00000249992","ebmd"
"ENSG00000257727_IRNT_height",16.0465,0,"ENSG00000257727","height"
"ENSG00000258366_IRNT_RBC",13.0103,0,"ENSG00000258366","rbc"
"ENSG00000278318_IRNT_LDL",29.2567,0,"ENSG00000278318","ldl"
